,timestep,trust_prop,anger_prop,fear_prop,negative_prop,sadness_prop,surprise_prop,positive_prop,disgust_prop,joy_prop,anticipation_prop,trust_cnts,anger_cnts,fear_cnts,negative_cnts,sadness_cnts,surprise_cnts,positive_cnts,disgust_cnts,joy_cnts,anticipation_cnts,num_words,song_counts,WeekID,trust_prop_detrended,anger_prop_detrended,fear_prop_detrended,negative_prop_detrended,sadness_prop_detrended,surprise_prop_detrended,positive_prop_detrended,disgust_prop_detrended,joy_prop_detrended,anticipation_prop_detrended
10,1958-10-11,0.3812973655710328,0.0921952174315965,0.15835137699676893,0.3215865804633636,0.1946084103368476,0.13537600649144074,0.5869501263184805,0.0813928354263808,0.4292587241866897,0.28486555267698777,745.0000000000001,228.16666666666663,358.16666666666674,662.5,386.6666666666666,286.1666666666667,1160.5,180.33333333333331,847.1666666666667,556.3333333333333,2024.333333333333,73,-586,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532,-0.002789469247749532
11,1958-10-18,0.3944037700655461,0.09320481576881368,0.16038140197291642,0.31344864413860385,0.2089057051611428,0.1417786909486158,0.5937457041318268,0.07301680681316641,0.4436963700405395,0.2989815184002857,733.6666666666667,218.83333333333331,349.16666666666663,623.6666666666666,393.5,284.5,1130.1666666666667,161.33333333333334,822.8333333333335,543.9999999999999,1948.833333333333,69,-585,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793,0.01411596572329793
12,1958-10-25,0.39972836856998456,0.08894206761749253,0.16114365486832866,0.31279026729435594,0.21096808458673372,0.12800464770556644,0.6008549941433506,0.0727822023592445,0.4539582963842212,0.30955113716878924,751.6666666666667,209.8333333333333,337.1666666666667,601.6666666666666,394.5,241.5,1139.1666666666667,160.33333333333334,835.8333333333335,550.0,1909.833333333333,70,-584,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541,0.010569618768503541
13,1958-11-01,0.4026347577593343,0.09442088515644888,0.16806631551894546,0.32261817528780384,0.2101483433733553,0.12503487382254352,0.5964960602257174,0.07478882676345269,0.446570018912442,0.29684351211819043,737.6666666666665,213.83333333333331,344.16666666666663,615.1666666666667,387.5,228.5,1100.1666666666667,158.33333333333334,798.8333333333333,522.5,1871.833333333333,69,-583,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803,-0.012707625050598803
14,1958-11-08,0.4001366756184463,0.09643975523248904,0.17924154670366302,0.3130573225870083,0.20346354429027386,0.11846774895897592,0.6041330116038446,0.0708229481886015,0.4342451700147493,0.3128875085157938,650.3333333333333,196.83333333333331,330.66666666666663,549.6666666666667,356.5,194.16666666666663,952.0,142.83333333333334,689.9999999999999,470.66666666666674,1641.666666666667,61,-582,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344,0.016043996397603344
15,1958-11-15,0.3988392000644016,0.09467299147948208,0.18036179581634235,0.3109017585042725,0.19697696314704927,0.11569213918859145,0.6044685323108885,0.06986846554580836,0.4346584088159207,0.2971371888751741,722.6666666666667,215.83333333333331,366.6666666666666,594.6666666666666,371.5,210.16666666666663,1057.3333333333335,153.83333333333334,767.3333333333335,491.66666666666674,1812.0,65,-581,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968,-0.01575031964061968
16,1958-11-22,0.4024404729283873,0.09669742587397022,0.1893733576330293,0.3035466895860577,0.1980979928117631,0.11012644775765963,0.6119983792975496,0.07272207645946754,0.4314035555516271,0.2930449543734054,657.3333333333333,222.5,377.66666666666674,586.0,373.16666666666674,202.8333333333333,998.3333333333335,161.83333333333334,694.0,484.00000000000006,1745.3333333333335,65,-580,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871,-0.00409223450176871
17,1958-11-29,0.4034015627379929,0.09913624460918972,0.189556732411822,0.3099462373728399,0.1973741269753149,0.10533285253935533,0.6096385227289823,0.07165828706506626,0.43006559313693976,0.27545675889812393,614.6666666666667,197.5,349.66666666666674,555.0000000000001,350.5,179.83333333333337,946.6666666666667,149.16666666666669,653.3333333333334,428.0,1643.6666666666665,64,-579,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454,-0.017588195475281454
18,1958-12-06,0.39945710333543205,0.09673105567665333,0.18601126583752545,0.33068576970943275,0.20127925994024726,0.1107720406940166,0.5896412569052726,0.0805575971936714,0.4186779028240601,0.2747072906029925,598.9999999999999,175.0,319.33333333333337,553.6666666666667,337.5,182.83333333333337,885.5000000000001,154.66666666666666,617.1666666666665,402.83333333333337,1565.333333333333,62,-578,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502,-0.0007494682951314502
19,1958-12-13,0.40619295077377904,0.09500235823428156,0.1695541609993678,0.3117430493874932,0.19282493317885985,0.1108198854548578,0.6124555907430185,0.07503689826747215,0.44057540793466304,0.26765200345339,612.0000000000001,189.3333333333333,315.6666666666667,556.5,338.16666666666663,191.50000000000003,938.6666666666665,153.66666666666669,664.3333333333334,448.0,1669.0000000000002,63,-577,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463,-0.007055287149602463
20,1958-12-20,0.4080907885143811,0.0894589880797756,0.1587733527115689,0.29401865150817225,0.1928566810709985,0.11502522430234095,0.6195273096362296,0.06721753922007236,0.44437585499587695,0.2861897873658546,600.6666666666667,178.0,292.33333333333337,521.5,342.5,194.16666666666669,921.3333333333333,140.0,650.3333333333334,465.66666666666674,1639.3333333333335,63,-576,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578,0.018537783912464578
21,1958-12-27,0.4148879215111549,0.0895830513934951,0.1574439280755906,0.2933936102418023,0.19049654950827574,0.12785524705595136,0.6254158612887569,0.07112971900125853,0.4580267328652559,0.2892686300765877,654.6666666666667,182.0,291.33333333333337,538.5,347.5,225.8333333333333,1005.6666666666665,151.0,721.6666666666667,497.33333333333337,1729.6666666666665,65,-575,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096,0.0030788427107331096
22,1959-01-03,0.40425584931542746,0.09091809452662816,0.1661043576559411,0.3061914251780689,0.19665862790289207,0.14658097556263885,0.6108796637564601,0.07169270067799001,0.4359032850582493,0.281660645822147,608.6666666666667,178.0,296.3333333333333,537.0,341.5,243.8333333333333,946.0,145.0,659.0,475.83333333333337,1667.4999999999998,62,-574,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703,-0.007607984254440703
23,1959-01-10,0.3998551198875717,0.0969790447168511,0.1516205285417447,0.2935704474905532,0.18958937585027968,0.1469889658485725,0.6260011740480352,0.07038003066858865,0.4537175663387043,0.27557921004473274,585.0,171.0,260.0,502.0,318.5,225.16666666666663,955.3333333333335,137.0,700.3333333333335,440.16666666666674,1632.833333333333,61,-573,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268,-0.006081435777414268
24,1959-01-17,0.3919491120734967,0.10984575273709406,0.17017744371930635,0.319595720271768,0.2100067700180311,0.14550978391714758,0.603545562944819,0.07230714311752537,0.4460512071945161,0.2671691008301679,565.0,205.0,299.0,550.0,356.5,229.16666666666663,870.3333333333333,137.0,642.3333333333334,418.16666666666674,1590.833333333333,63,-572,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481,-0.00841010921456481
25,1959-01-24,0.388725426701516,0.10837455182122237,0.1828199802631937,0.32686338066129195,0.22374930982186764,0.1513349435832224,0.5875426018162777,0.0713967907739258,0.4398452201409523,0.26869051053481746,569.3333333333334,202.0,372.0,621.3333333333334,426.83333333333326,238.5,858.9999999999999,140.0,649.5,423.5,1666.833333333333,66,-571,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345,0.0015214097046495345
