,Words,Count,SongCount,SemiAnnualSpan
52063,a-huh,6,1.0,-0.0
52064,patting,1,1.0,-0.0
52065,dial-a-joke,1,1.0,-0.0
52066,fliers,1,1.0,-0.0
52067,porridge,1,1.0,-0.0
52068,half-dead,3,2.0,69.0
52069,cityside,1,1.0,-0.0
52070,everywhere's,1,1.0,-0.0
52071,undernourished,1,1.0,-0.0
52072,world-uh,2,1.0,-0.0
52073,wild-hilled,1,1.0,-0.0
52074,knife-edge,1,1.0,-0.0
52075,shake-up,2,2.0,33.0
52076,sus',1,1.0,-0.0
52077,consummate,1,1.0,-0.0
52078,t'aime,2,2.0,10.0
52079,shuffled,1,1.0,-0.0
52080,intervenes,1,1.0,-0.0
52081,corvettes,1,1.0,-0.0
52082,upscale,1,1.0,-0.0
52083,delicates,1,1.0,-0.0
52084,jam's,1,1.0,-0.0
52085,lyor's,1,1.0,-0.0
52086,masspike,1,1.0,-0.0
52087,o-town,1,1.0,-0.0
52088,allan,2,2.0,82.0
52089,zamren,1,1.0,-0.0
52090,mississip',2,2.0,91.0
52091,shakir,1,1.0,-0.0
52092,may-may-may,7,1.0,-0.0
52093,unprotected,2,1.0,-0.0
52094,apologized,5,4.0,104.0
52095,trendin',1,1.0,-0.0
52096,p-stone,1,1.0,-0.0
52097,may-may,2,1.0,-0.0
52098,budgets,2,2.0,1.0
52099,tryina,1,1.0,-0.0
52100,quattroporte,1,1.0,-0.0
52101,famu,1,1.0,-0.0
52102,ec,1,1.0,-0.0
52103,amateurs,1,1.0,-0.0
52104,aki,1,1.0,-0.0
52105,alphabets,1,1.0,-0.0
52106,stoppers,1,1.0,-0.0
52107,sade's,1,1.0,-0.0
52108,cirocs,1,1.0,-0.0
52109,chardonnay's,1,1.0,-0.0
52110,cassie's,1,1.0,-0.0
52111,marketin',1,1.0,-0.0
52112,accomplishin',1,1.0,-0.0
52113,margins,1,1.0,-0.0
52114,tarkenton,1,1.0,-0.0
52115,barneys,1,1.0,-0.0
52116,haters'll,1,1.0,-0.0
52117,calendars,2,2.0,12.0
52118,birthday's,1,1.0,-0.0
52119,mosey,3,3.0,95.0
52120,populated,1,1.0,-0.0
52121,i'm-i'm-i'ma,3,3.0,10.0
52122,indoor,5,3.0,16.0
52123,dooo,31,5.0,76.0
52124,bolognese,1,1.0,-0.0
52125,publix,2,2.0,11.0
52126,mill's,1,1.0,-0.0
52127,7-5,2,1.0,-0.0
52128,graze,1,1.0,-0.0
52129,unobtainable,2,2.0,3.0
52130,forevers,2,2.0,49.0
52131,pineapples,4,1.0,-0.0
52132,isabel,1,1.0,-0.0
52133,marant,1,1.0,-0.0
52134,cannes,1,1.0,-0.0
52135,employ,1,1.0,-0.0
52136,sequoia,1,1.0,-0.0
52137,provocateur,1,1.0,-0.0
52138,importin',1,1.0,-0.0
52139,ii'm,3,1.0,-0.0
52140,cyphers,1,1.0,-0.0
52141,hater-vision,1,1.0,-0.0
52142,arrangin',1,1.0,-0.0
52143,moldin',1,1.0,-0.0
52144,white-on-white,1,1.0,-0.0
52145,twenty-twos,1,1.0,-0.0
52146,222,1,1.0,-0.0
52147,burt,1,1.0,-0.0
52148,convertin',1,1.0,-0.0
52149,i'ust,1,1.0,-0.0
52150,bragger,1,1.0,-0.0
52151,crying--,1,1.0,-0.0
52152,into--,1,1.0,-0.0
52153,pantages,1,1.0,-0.0
52154,bon-bon,15,1.0,-0.0
52155,sahara,1,1.0,-0.0
52156,himalayas,1,1.0,-0.0
52157,dog',1,1.0,-0.0
52158,home',2,2.0,14.0
52159,gazombadam,1,1.0,-0.0
52160,distante,1,1.0,-0.0
52161,pesar,1,1.0,-0.0
52162,hemos,1,1.0,-0.0
52163,tenido,1,1.0,-0.0
52164,gastó,1,1.0,-0.0
52165,esperabas,1,1.0,-0.0
52166,necesitabas,1,1.0,-0.0
52167,descuide,1,1.0,-0.0
52168,amaba,2,1.0,-0.0
52169,necesitamos,1,1.0,-0.0
52170,propongo,2,1.0,-0.0
52171,empezar,2,1.0,-0.0
52172,razón,2,1.0,-0.0
52173,tí,4,2.0,4.0
52174,sorprendio,1,1.0,-0.0
52175,rompió,1,1.0,-0.0
52176,cuerda,1,1.0,-0.0
52177,uépa,10,1.0,-0.0
52178,pa'delante,13,1.0,-0.0
52179,maría,24,1.0,-0.0
52180,caída,1,1.0,-0.0
52181,carnal,1,1.0,-0.0
52182,atrapa,7,2.0,35.0
52183,enteras,1,1.0,-0.0
52184,bebes,3,1.0,-0.0
52185,atras,1,1.0,-0.0
52186,condena,1,1.0,-0.0
52187,espejismo,1,1.0,-0.0
52188,fornicatin',3,1.0,-0.0
52189,handkerchief,3,3.0,75.0
52190,procession,1,1.0,-0.0
52191,fellatio's,1,1.0,-0.0
52192,koresh,1,1.0,-0.0
52193,cadets,1,1.0,-0.0
52194,donda,1,1.0,-0.0
52195,chalice,1,1.0,-0.0
52196,tweeted,1,1.0,-0.0
52197,hastened,1,1.0,-0.0
52198,knowthe,1,1.0,-0.0
52199,intermingle,2,2.0,29.0
52200,fraulien,2,1.0,-0.0
52201,tomarrow,2,1.0,-0.0
52202,undismayed,2,1.0,-0.0
52203,slow-down,2,1.0,-0.0
52204,sleazing,1,1.0,-0.0
52205,evie,1,1.0,-0.0
52206,escandalo,1,1.0,-0.0
52207,reebok's,1,1.0,-0.0
52208,masterminds,2,1.0,-0.0
52209,m-g,2,2.0,4.0
52210,wingstop,1,1.0,-0.0
52211,i-95,3,1.0,-0.0
52212,sheikh,1,1.0,-0.0
52213,burj,1,1.0,-0.0
52214,blacklist,1,1.0,-0.0
52215,barney's,4,3.0,6.0
52216,vim,1,1.0,-0.0
52217,mavado,1,1.0,-0.0
52218,mansa,1,1.0,-0.0
52219,musa,1,1.0,-0.0
52220,geechee,1,1.0,-0.0
52221,authenticated,1,1.0,-0.0
52222,penetratin',1,1.0,-0.0
52223,comrades,2,2.0,23.0
52224,felons,2,2.0,23.0
52225,bunker,1,1.0,-0.0
52226,mutherfuckers,1,1.0,-0.0
52227,self-paid,1,1.0,-0.0
52228,fishtailin',2,2.0,4.0
52229,automatty,1,1.0,-0.0
52230,blickin',1,1.0,-0.0
52231,shipwrecked,3,2.0,36.0
52232,cauz,2,1.0,-0.0
52233,antsy,4,4.0,29.0
52234,delancey,1,1.0,-0.0
52235,wean,1,1.0,-0.0
52236,di-di-di-di-da-da-dey,6,1.0,-0.0
52237,jameson,5,2.0,11.0
52238,aaa-a-a-a,2,1.0,-0.0
52239,aaa-a,2,1.0,-0.0
52240,uuu-uuu,2,1.0,-0.0
52241,e-e-e-eee,1,1.0,-0.0
52242,s-o-s,4,1.0,-0.0
52243,ouh-oh,1,1.0,-0.0
52244,dolla',3,1.0,-0.0
52245,4'o,1,1.0,-0.0
52246,pasé,1,1.0,-0.0
52247,rum-pum-pum-pum,18,1.0,-0.0
52248,aye-uh,1,1.0,-0.0
52249,pon',1,1.0,-0.0
52250,cah,14,3.0,16.0
52251,i-i-i-i-i-i-i-i-i-hiii,6,1.0,-0.0
52252,owwwwww,2,2.0,24.0
52253,fist-fighting,2,1.0,-0.0
52254,ah-ha-ha-owww,1,1.0,-0.0
52255,ooooooohhh,1,1.0,-0.0
52256,oh-oh-oh-ohh,1,1.0,-0.0
52257,be-dum,32,1.0,-0.0
52258,disturbia,16,1.0,-0.0
52259,fine-tuned,1,1.0,-0.0
52260,oh-na-na-na-na,1,1.0,-0.0
52261,oh-we,1,1.0,-0.0
52262,ah-yea,1,1.0,-0.0
52263,nah-ah,2,1.0,-0.0
52264,'kiss,1,1.0,-0.0
52265,'move,1,1.0,-0.0
52266,l-o-v-e-e-e,1,1.0,-0.0
52267,l-o-v-e-e-e-e,3,1.0,-0.0
52268,2-seater,3,2.0,1.0
52269,glittered,1,1.0,-0.0
52270,fundamentals,1,1.0,-0.0
52271,dry-cleaned,1,1.0,-0.0
52272,urgin,1,1.0,-0.0
52273,reintroduced,1,1.0,-0.0
52274,agin,1,1.0,-0.0
52275,keychains,1,1.0,-0.0
52276,midwife,1,1.0,-0.0
52277,pinnacles,1,1.0,-0.0
52278,spz,1,1.0,-0.0
52279,sile,2,1.0,-0.0
52280,meh,4,2.0,18.0
52281,whan,2,1.0,-0.0
52282,gan,1,1.0,-0.0
52283,pumba,2,1.0,-0.0
52284,fuh,1,1.0,-0.0
52285,machuga,1,1.0,-0.0
52286,s-s-s,6,1.0,-0.0
52287,m-m-m,6,1.0,-0.0
52288,hot-headed,2,2.0,10.0
52289,beaucoups,2,1.0,-0.0
52290,marsh,2,1.0,-0.0
52291,oh-only,1,1.0,-0.0
52292,wrack,5,2.0,56.0
52293,have's,1,1.0,-0.0
52294,stay-yi-yay-yi-yay,1,1.0,-0.0
52295,cyar,3,1.0,-0.0
52296,badda,1,1.0,-0.0
52297,ner,6,1.0,-0.0
52298,ohh-oh-oh,10,1.0,-0.0
52299,overtown,1,1.0,-0.0
52300,opa-locka,1,1.0,-0.0
52301,lum,34,2.0,107.0
52302,earnt,1,1.0,-0.0
52303,lombardi,1,1.0,-0.0
52304,sachs,1,1.0,-0.0
52305,raidin',1,1.0,-0.0
52306,woolie,1,1.0,-0.0
52307,chk-chk,1,1.0,-0.0
52308,120,1,1.0,-0.0
52309,renzel,1,1.0,-0.0
52310,hydroplane,1,1.0,-0.0
52311,g5's,2,2.0,10.0
52312,disobey,2,2.0,81.0
52313,wild'n,2,2.0,4.0
52314,truth-teller,1,1.0,-0.0
52315,blacked-out,2,1.0,-0.0
52316,carti'ac,1,1.0,-0.0
52317,liftin',13,2.0,9.0
52318,a-tired,1,1.0,-0.0
52319,mjg,10,2.0,11.0
52320,custy,1,1.0,-0.0
52321,g-mix,1,1.0,-0.0
52322,engulfs,1,1.0,-0.0
52323,axes,2,2.0,59.0
52324,attics,1,1.0,-0.0
52325,coney,5,3.0,108.0
52326,hell',1,1.0,-0.0
52327,losing',1,1.0,-0.0
52328,more',2,2.0,72.0
52329,wot's,3,1.0,-0.0
52330,babylons,2,2.0,7.0
52331,mothafuck-a-thot,1,1.0,-0.0
52332,i-be-on-that-block,1,1.0,-0.0
52333,12-07,1,1.0,-0.0
52334,lg,1,1.0,-0.0
52335,tinglelingle,1,1.0,-0.0
52336,lingle,1,1.0,-0.0
52337,icecream,1,1.0,-0.0
52338,scusami,2,1.0,-0.0
52339,sto,1,1.0,-0.0
52340,piangendo,1,1.0,-0.0
52341,capito,1,1.0,-0.0
52342,lasciandoti,1,1.0,-0.0
52343,soffriro,1,1.0,-0.0
52344,baciami,2,1.0,-0.0
52345,penserai,1,1.0,-0.0
52346,ricordati,1,1.0,-0.0
52347,ricordi,1,1.0,-0.0
52348,gioco,1,1.0,-0.0
52349,bacia,1,1.0,-0.0
52350,un'avventura,2,1.0,-0.0
52351,riva,1,1.0,-0.0
52352,baciavo,1,1.0,-0.0
52353,silenzio,1,1.0,-0.0
52354,volevo,1,1.0,-0.0
52355,confessar,1,1.0,-0.0
52356,stavo,1,1.0,-0.0
52357,innamorandomi,1,1.0,-0.0
52358,we-de-de-de,2,1.0,-0.0
52359,de-de-de-de-de,2,1.0,-0.0
52360,we-um-um-a-way,2,1.0,-0.0
52361,wimoweh,11,1.0,-0.0
52362,a-wimoweh,8,1.0,-0.0
52363,chorus--with,1,1.0,-0.0
52364,foreground,1,1.0,-0.0
52365,he-e-e-e-y,1,1.0,-0.0
52366,you-ou-ou-ou-ou,1,1.0,-0.0
52367,love-light's,1,1.0,-0.0
52368,a-boom,2,1.0,-0.0
52369,directing,7,2.0,41.0
52370,liposuction,1,1.0,-0.0
52371,lent,1,1.0,-0.0
52372,mazda,1,1.0,-0.0
52373,111,1,1.0,-0.0
52374,vanderbilt,1,1.0,-0.0
52375,orchestral,2,1.0,-0.0
52376,one-night-stand,1,1.0,-0.0
52377,oooohhhh,2,1.0,-0.0
52378,dannana,2,1.0,-0.0
52379,permissible,1,1.0,-0.0
52380,inscrutable,1,1.0,-0.0
52381,irrefutable,4,2.0,41.0
52382,indivisible,1,1.0,-0.0
52383,dony,1,1.0,-0.0
52384,outsmarted,1,1.0,-0.0
52385,underplay,1,1.0,-0.0
52386,ohwhen,1,1.0,-0.0
52387,00am,1,1.0,-0.0
52388,hyperactive,28,2.0,4.0
52389,stimulant,5,1.0,-0.0
52390,sea'til,1,1.0,-0.0
52391,anybodys,1,1.0,-0.0
52392,tryin'to,3,1.0,-0.0
52393,exaggering,2,1.0,-0.0
52394,pill's,3,1.0,-0.0
52395,barefootin',23,1.0,-0.0
52396,barefootin,1,1.0,-0.0
52397,hookey,1,1.0,-0.0
52398,tail-lights,1,1.0,-0.0
52399,exceeding,2,2.0,25.0
52400,red-eyed,1,1.0,-0.0
52401,mocks,1,1.0,-0.0
52402,executes,1,1.0,-0.0
52403,cavalcade,1,1.0,-0.0
52404,no-name,1,1.0,-0.0
52405,oo-oo-ooh,2,1.0,-0.0
52406,haaaaaaaaaaaaaa,1,1.0,-0.0
52407,fa-ace,1,1.0,-0.0
52408,b-b-b-boys,2,1.0,-0.0
52409,b-b-b-b-boy,2,1.0,-0.0
52410,doodley,18,2.0,23.0
52411,lounge-around,2,2.0,23.0
52412,move's,1,1.0,-0.0
52413,ewww,1,1.0,-0.0
52414,jvmx,1,1.0,-0.0
52415,norwegian,1,1.0,-0.0
52416,right-right,2,1.0,-0.0
52417,a-watchin',7,2.0,0.0
52418,oh-uh,3,1.0,-0.0
52419,riight,1,1.0,-0.0
52420,1963-64,1,1.0,-0.0
52421,botkin,1,1.0,-0.0
52422,thicke,1,1.0,-0.0
52423,credential,1,1.0,-0.0
52424,cold-blooded,1,1.0,-0.0
52425,entice,3,3.0,82.0
52426,allurin',1,1.0,-0.0
52427,caledonia,21,2.0,16.0
52428,enyce,1,1.0,-0.0
52429,guccis,1,1.0,-0.0
52430,dolces,1,1.0,-0.0
52431,auto-start,1,1.0,-0.0
52432,limpin,1,1.0,-0.0
52433,w-w-w-watch,1,1.0,-0.0
52434,torrential,1,1.0,-0.0
52435,unpaid,2,2.0,40.0
52436,walkman's,1,1.0,-0.0
52437,brown-stones,1,1.0,-0.0
52438,suspender,1,1.0,-0.0
52439,suspictions,2,1.0,-0.0
52440,persuation,1,1.0,-0.0
52441,treaten,2,1.0,-0.0
52442,popcorn's,2,2.0,63.0
52443,playrequests,1,1.0,-0.0
52444,potatoe,1,1.0,-0.0
52445,optimism's,1,1.0,-0.0
52446,tworoom,1,1.0,-0.0
52447,pierced,2,2.0,15.0
52448,patti's,1,1.0,-0.0
52449,'we're,1,1.0,-0.0
52450,ten-pound,1,1.0,-0.0
52451,fatuate,1,1.0,-0.0
52452,valentino's,1,1.0,-0.0
52453,overheated,2,2.0,21.0
52454,sidelight,1,1.0,-0.0
52455,passsion,1,1.0,-0.0
52456,everythihng,1,1.0,-0.0
52457,nightengale,1,1.0,-0.0
52458,sistine,1,1.0,-0.0
52459,onassis,1,1.0,-0.0
52460,beardsley,1,1.0,-0.0
52461,bosomed,1,1.0,-0.0
52462,immense,1,1.0,-0.0
52463,essay,1,1.0,-0.0
52464,domesticate,2,1.0,-0.0
52465,liberate,4,2.0,43.0
52466,up-a,1,1.0,-0.0
52467,peri',1,1.0,-0.0
52468,41-millimeter,1,1.0,-0.0
52469,bells'll,1,1.0,-0.0
52470,directory,1,1.0,-0.0
52471,thru',1,1.0,-0.0
52472,twit,1,1.0,-0.0
52473,bulllshit,1,1.0,-0.0
52474,crooner,1,1.0,-0.0
52475,yorkers,1,1.0,-0.0
52476,you's',1,1.0,-0.0
52477,pounded,3,3.0,84.0
52478,gettysburg,1,1.0,-0.0
52479,haulin,1,1.0,-0.0
52480,daggum,1,1.0,-0.0
52481,quitin',2,1.0,-0.0
52482,a-flying,1,1.0,-0.0
52483,flunkies,1,1.0,-0.0
52484,loew,1,1.0,-0.0
52485,softball,1,1.0,-0.0
52486,gatherin',7,2.0,68.0
52487,hundered,2,2.0,7.0
52488,six-lane,1,1.0,-0.0
52489,wind-a-twistin',1,1.0,-0.0
52490,deluise,1,1.0,-0.0
52491,cycling,1,1.0,-0.0
52492,calypso,4,3.0,51.0
52493,toonz,1,1.0,-0.0
52494,proc,1,1.0,-0.0
52495,bellhop's,1,1.0,-0.0
52496,deskclerk's,1,1.0,-0.0
52497,vance,14,1.0,-0.0
52498,smitty,6,1.0,-0.0
52499,pitied,1,1.0,-0.0
52500,becky's,1,1.0,-0.0
52501,smitty's,1,1.0,-0.0
52502,foolhardy,1,1.0,-0.0
52503,licken,5,1.0,-0.0
52504,alligater,1,1.0,-0.0
52505,hissin,1,1.0,-0.0
52506,a'huggin,1,1.0,-0.0
52507,four-bit,3,1.0,-0.0
52508,stogies,1,1.0,-0.0
52509,bobbies,3,1.0,-0.0
52510,westminster,3,1.0,-0.0
52511,fina'lly,1,1.0,-0.0
52512,engeland,1,1.0,-0.0
52513,yoodledy,2,1.0,-0.0
52514,buu,2,1.0,-0.0
52515,diddly,2,2.0,73.0
52516,syrple,1,1.0,-0.0
52517,hi-de-ho,4,1.0,-0.0
52518,covered-up,1,1.0,-0.0
52519,bll-bbb,2,1.0,-0.0
52520,finaglin',1,1.0,-0.0
52521,do-wacka-do,4,1.0,-0.0
52522,wacka,4,1.0,-0.0
52523,good-luck,2,1.0,-0.0
52524,root-doot-doot-doot-doot,2,1.0,-0.0
52525,do-wah,2,1.0,-0.0
52526,kidney-shaped,1,1.0,-0.0
52527,boombatz,1,1.0,-0.0
52528,airlines,1,1.0,-0.0
52529,prevention,1,1.0,-0.0
52530,heaviness,1,1.0,-0.0
52531,astounds,3,3.0,54.0
52532,getup,1,1.0,-0.0
52533,galled,1,1.0,-0.0
52534,rigged,1,1.0,-0.0
52535,a-blazing,1,1.0,-0.0
52536,a-raising,1,1.0,-0.0
52537,motorways,1,1.0,-0.0
52538,pizzas,1,1.0,-0.0
52539,nicholas,1,1.0,-0.0
52540,gargled,8,1.0,-0.0
52541,'use,1,1.0,-0.0
52542,'nick,1,1.0,-0.0
52543,'boy,2,1.0,-0.0
52544,coughed,1,1.0,-0.0
52545,rasp,1,1.0,-0.0
52546,smoking's,1,1.0,-0.0
52547,slush,1,1.0,-0.0
52548,stockman,1,1.0,-0.0
52549,wallabies,3,1.0,-0.0
52550,cockatoo,3,1.0,-0.0
52551,koala,3,1.0,-0.0
52552,abos,3,1.0,-0.0
52553,didgeridoo,3,1.0,-0.0
52554,gipper,5,1.0,-0.0
52555,fritz,1,1.0,-0.0
52556,gorbachev,1,1.0,-0.0
52557,'85,3,3.0,42.0
52558,bonzo,4,1.0,-0.0
52559,administration's,1,1.0,-0.0
52560,socio-economical,1,1.0,-0.0
52561,cohesion,1,1.0,-0.0
52562,facilitated,1,1.0,-0.0
52563,aaaaaahh,3,1.0,-0.0
52564,virtuosa,1,1.0,-0.0
52565,grandioso,1,1.0,-0.0
52566,inigualable,1,1.0,-0.0
52567,quince,1,1.0,-0.0
52568,escala,1,1.0,-0.0
52569,conduce,1,1.0,-0.0
52570,suele,1,1.0,-0.0
52571,causas,1,1.0,-0.0
52572,efectos,1,1.0,-0.0
52573,arcoiris,1,1.0,-0.0
52574,estrellitas,1,1.0,-0.0
52575,edén,1,1.0,-0.0
52576,adicto,1,1.0,-0.0
52577,sexo,3,2.0,12.0
52578,éxtasis,1,1.0,-0.0
52579,divino,1,1.0,-0.0
52580,medicina,3,2.0,5.0
52581,placer,2,2.0,4.0
52582,saben,2,2.0,22.0
52583,fluidos,1,1.0,-0.0
52584,nectar,2,2.0,79.0
52585,saborea,1,1.0,-0.0
52586,errores,4,2.0,12.0
52587,equivoca,1,1.0,-0.0
52588,desnudez,6,3.0,12.0
52589,tinto,1,1.0,-0.0
52590,trago,1,1.0,-0.0
52591,predilecto,1,1.0,-0.0
52592,derrámate,1,1.0,-0.0
52593,absórbete,1,1.0,-0.0
52594,demore,1,1.0,-0.0
52595,exceso,1,1.0,-0.0
52596,minutos,1,1.0,-0.0
52597,hagan,1,1.0,-0.0
52598,devorándote,1,1.0,-0.0
52599,afrodisíaco,2,1.0,-0.0
52600,exquisito,2,1.0,-0.0
52601,excitas,2,1.0,-0.0
52602,domado,2,1.0,-0.0
52603,entrego,2,1.0,-0.0
52604,sutil,2,1.0,-0.0
52605,borrado,2,1.0,-0.0
52606,ansias,2,1.0,-0.0
52607,pudo,1,1.0,-0.0
52608,navegando,1,1.0,-0.0
52609,complacer,1,1.0,-0.0
52610,conservado,1,1.0,-0.0
52611,llevado,1,1.0,-0.0
52612,estancado,1,1.0,-0.0
52613,amabas,1,1.0,-0.0
52614,fulgor,1,1.0,-0.0
52615,apoderado,1,1.0,-0.0
52616,erizaba,1,1.0,-0.0
52617,interrogante,2,1.0,-0.0
52618,impostora,2,1.0,-0.0
52619,usurpadora,2,1.0,-0.0
52620,exijo,2,1.0,-0.0
52621,entrevista,2,1.0,-0.0
52622,sospecho,2,1.0,-0.0
52623,plagio,2,1.0,-0.0
52624,imitadora,3,1.0,-0.0
52625,unas,2,1.0,-0.0
52626,preguntas,2,1.0,-0.0
52627,relátame,2,1.0,-0.0
52628,alojamiento,2,1.0,-0.0
52629,confírmame,2,1.0,-0.0
52630,enciende,2,1.0,-0.0
52631,ombliguito,2,1.0,-0.0
52632,punto,2,1.0,-0.0
52633,demuéstramelo,2,1.0,-0.0
52634,regrese,1,1.0,-0.0
52635,amada,1,1.0,-0.0
52636,planeando,1,1.0,-0.0
52637,secuestro,1,1.0,-0.0
52638,robarme,1,1.0,-0.0
52639,estrategias,1,1.0,-0.0
52640,marchan,1,1.0,-0.0
52641,crece,3,2.0,6.0
52642,imaginación,1,1.0,-0.0
52643,ficticio,1,1.0,-0.0
52644,conquistarte,1,1.0,-0.0
52645,atención,1,1.0,-0.0
52646,entregan,1,1.0,-0.0
52647,solución,1,1.0,-0.0
52648,protejo,3,1.0,-0.0
52649,exhibirte,3,1.0,-0.0
52650,fuese,3,1.0,-0.0
52651,habría,3,1.0,-0.0
52652,baticueva,3,1.0,-0.0
52653,nidito,3,1.0,-0.0
52654,araña,3,1.0,-0.0
52655,altura,3,1.0,-0.0
52656,escalo,3,1.0,-0.0
52657,esfuerzo,3,1.0,-0.0
52658,balcón,3,1.0,-0.0
52659,alguien,3,1.0,-0.0
52660,pregunta,3,1.0,-0.0
52661,héroe,3,1.0,-0.0
52662,espada,1,1.0,-0.0
52663,rescato,1,1.0,-0.0
52664,cuesta,1,1.0,-0.0
52665,hiciera,1,1.0,-0.0
52666,imposible,1,1.0,-0.0
52667,rapto,1,1.0,-0.0
52668,ligero,1,1.0,-0.0
52669,escenas,1,1.0,-0.0
52670,historietas,1,1.0,-0.0
52671,pegan,1,1.0,-0.0
52672,poderes,2,2.0,0.0
52673,agilidad,1,1.0,-0.0
52674,paladin,1,1.0,-0.0
52675,súper,1,1.0,-0.0
52676,conocerla,1,1.0,-0.0
52677,adelanto,1,1.0,-0.0
52678,dígame,1,1.0,-0.0
52679,travieso,1,1.0,-0.0
52680,divertida,2,1.0,-0.0
52681,huele,2,1.0,-0.0
52682,invito,2,1.0,-0.0
52683,acerco,2,1.0,-0.0
52684,robo,2,1.0,-0.0
52685,enojas,2,1.0,-0.0
52686,dirías,2,1.0,-0.0
52687,seduzco,2,1.0,-0.0
52688,empañen,2,1.0,-0.0
52689,vidrios,2,1.0,-0.0
52690,regla,2,1.0,-0.0
52691,goces,2,1.0,-0.0
52692,falto,2,1.0,-0.0
52693,respeto,2,1.0,-0.0
52694,culpo,2,1.0,-0.0
52695,levanto,2,1.0,-0.0
52696,falda,3,2.0,1.0
52697,darías,2,1.0,-0.0
52698,derecho,2,1.0,-0.0
52699,medir,2,1.0,-0.0
52700,sensatez,2,1.0,-0.0
52701,juego,3,2.0,1.0
52702,prudente,2,1.0,-0.0
52703,propuesta,2,1.0,-0.0
52704,indecente,2,1.0,-0.0
52705,permíteme,1,1.0,-0.0
52706,apreciar,1,1.0,-0.0
52707,relájate,1,1.0,-0.0
52708,calmará,1,1.0,-0.0
52709,timidez,1,1.0,-0.0
52710,gostoso,1,1.0,-0.0
52711,terminamo',2,1.0,-0.0
52712,terminamos,1,1.0,-0.0
52713,chichí,1,1.0,-0.0
52714,llora,2,1.0,-0.0
52715,acompañado,1,1.0,-0.0
52716,jugó,1,1.0,-0.0
52717,apuesta,1,1.0,-0.0
52718,miremos,1,1.0,-0.0
52719,robar,1,1.0,-0.0
52720,tamo',1,1.0,-0.0
52721,tatuajes,1,1.0,-0.0
52722,labia,1,1.0,-0.0
52723,impresionarte,1,1.0,-0.0
52724,tercero,1,1.0,-0.0
52725,poeta,1,1.0,-0.0
52726,serenatas,1,1.0,-0.0
52727,poesías,1,1.0,-0.0
52728,atentamente,1,1.0,-0.0
52729,servidor,1,1.0,-0.0
52730,sobrenatural,6,1.0,-0.0
52731,tratarte,1,1.0,-0.0
52732,bonito,1,1.0,-0.0
52733,yamilette,1,1.0,-0.0
52734,travesuras,1,1.0,-0.0
52735,enloquecer,7,2.0,-0.0
52736,curiosidad,1,1.0,-0.0
52737,loquito,1,1.0,-0.0
52738,zumba,2,2.0,23.0
52739,necesite,1,1.0,-0.0
52740,común,1,1.0,-0.0
52741,compite,1,1.0,-0.0
52742,desubiques,1,1.0,-0.0
52743,película,1,1.0,-0.0
52744,enfermita,1,1.0,-0.0
52745,robitussin,2,2.0,1.0
52746,conviértete,1,1.0,-0.0
52747,rusa,1,1.0,-0.0
52748,ponteme,1,1.0,-0.0
52749,putin,1,1.0,-0.0
52750,fénix,1,1.0,-0.0
52751,decisión,1,1.0,-0.0
52752,reconoce,1,1.0,-0.0
52753,opción,1,1.0,-0.0
52754,seras,1,1.0,-0.0
52755,mía-ía,1,1.0,-0.0
52756,puntería-ía,1,1.0,-0.0
52757,trilogía,1,1.0,-0.0
52758,escojas,1,1.0,-0.0
52759,lotería,1,1.0,-0.0
52760,hitmakers,1,1.0,-0.0
52761,desvaneces,1,1.0,-0.0
52762,amistad,9,3.0,28.0
52763,excepción,1,1.0,-0.0
52764,logrado,1,1.0,-0.0
52765,porvenir,1,1.0,-0.0
52766,daño,1,1.0,-0.0
52767,aniquilado,3,1.0,-0.0
52768,despecho,3,1.0,-0.0
52769,reprimido,3,1.0,-0.0
52770,ardiendo,3,1.0,-0.0
52771,celos,3,1.0,-0.0
52772,intimida,3,1.0,-0.0
52773,gano,3,1.0,-0.0
52774,sobre,3,2.0,4.0
52775,desplomó,1,1.0,-0.0
52776,volcán,1,1.0,-0.0
52777,yaris,1,1.0,-0.0
52778,translated,1,1.0,-0.0
52779,perdido,1,1.0,-0.0
52780,caí,1,1.0,-0.0
52781,cárcel,1,1.0,-0.0
52782,condenado,1,1.0,-0.0
52783,enterito,4,1.0,-0.0
52784,prometeme,2,1.0,-0.0
52785,prométeme,4,1.0,-0.0
52786,padezco,1,1.0,-0.0
52787,sufriría,1,1.0,-0.0
52788,revolutionary,1,1.0,-0.0
52789,temo,1,1.0,-0.0
52790,abandono,1,1.0,-0.0
52791,oxigeno,1,1.0,-0.0
52792,hoo-doo,3,1.0,-0.0
52793,sheriff's,2,2.0,58.0
52794,self-contented,1,1.0,-0.0
52795,frightens,3,3.0,25.0
52796,star',1,1.0,-0.0
52797,made',1,1.0,-0.0
52798,never's,1,1.0,-0.0
52799,yeah-heah-eah-eah-heah,1,1.0,-0.0
52800,someoned,1,1.0,-0.0
52801,yknow,1,1.0,-0.0
52802,gbye,1,1.0,-0.0
52803,o-0-oh,1,1.0,-0.0
52804,gto,20,1.0,-0.0
52805,389,1,1.0,-0.0
52806,tachin',1,1.0,-0.0
52807,why-ee-eye-ine,1,1.0,-0.0
52808,wa-wa,9,1.0,-0.0
52809,modified,1,1.0,-0.0
52810,pon-pon,1,1.0,-0.0
52811,gassers,1,1.0,-0.0
